# Exact Urdu transliteration dictionary -- the 9,994 most frequent Urdu word
# forms (Dakshina Urdu Wikipedia counts), reviewed (data/SOURCES.md). Columns:
#   urdu <TAB> devanagari <TAB> roman (plain) <TAB> rekhta (diacritic roman)
# Built by training/translit/build_dictionary.py; edit dictionary_fixes.txt
# and rebuild rather than editing this file by hand.
جبکہ	जबकि	jabki	jabki
اے	ऐ	ai	ai
دوران	दौरान	dauraan	daurān
تھیں	थीं	thin	thīñ
صدر	सदर	sadar	sadar
دار	दार	daar	dār
بڑے	बड़े	bade	baṛe
جاتے	जाते	jaate	jāte
شیخ	शैख़	shaikh	shaiḳh
صلی	सल्ला	salla	sallā
فی	फ़ी	fi	fī
ابو	अबू	abu	abū
بیان	बयान	bayaan	bayān
بنا	बना	bana	banā
دیگر	दीगर	deegar	dīgar
رہی	रही	rahi	rahī
قرآن	क़ुरान	quraan	qurān
مولانا	मौलाना	maulaana	maulānā
تعلق	ताल्लुक़	taalluq	ta'alluq
آف	ऑफ़	of	of
خلاف	खिलाफ़	khilaaf	ḳhilāf
والا	वाला	waala	vālā
نظر	नज़र	nazar	nazar
بڑی	बड़ी	badi	baṛī
دن	दिन	din	din
عمل	अमल	amal	amal
پہلی	पहली	pehli	pahlī
کہتے	कहते	kehte	kahte
چار	चार	chaar	chār
وسلم	वसल्लम	wa-sallam	va-sallam
اسلامی	इस्लामी	islaami	islāmī
جیسے	जैसे	jaise	jaise
حسین	हुसैन	husain	husain
بلکہ	बल्कि	balki	balki
خاندان	ख़ानदान	khaandaan	ḳhāndān
چھوٹا	छोटा	chhota	chhoṭā
سر	सर	sar	sar
دوسری	दूसरी	doosri	dūsrī
بارے	बारे	baare	bāre
وزیر	वज़ीर	wazeer	vazīr
مقام	मुक़ाम	muqaam	muqām
انگریزی	अंग्रेज़ी	angrezi	angrezī
سلطنت	सल्तनत	saltanat	saltanat
پاس	पास	paas	pās
عربی	अरबी	arbi	arbī
والد	वालिद	waalid	vālid
خاص	ख़ास	khaas	ḳhās
جسے	जिसे	jise	jise
افراد	अफ़राद	afraad	afrād
نظام	निज़ाम	nizaam	nizām
مسجد	मस्जिद	masjid	masjid
یونیورسٹی	यूनिवर्सिटी	university	yūnivarsiṭī
کراچی	कराची	karachi	karāchī
وفات	वफ़ात	wafaat	vafāt
من	मन	man	man
اپنا	अपना	apna	apnā
بار	बार	baar	bār
مسلم	मुस्लिम	muslim	muslim
گے	गे	ge	ge
ریاست	रियासत	riyaasat	riyāsat
بعض	बाज़	baaz	ba'z
ریلوے	रेलवे	railway	relve
وغیرہ	वग़ैरा	waghaira	vaġaira
قومی	क़ौमी	qaumi	qaumī
پانی	पानी	paani	pānī
جانب	जानिब	jaanib	jānib
شائع	शाया	shaya	shā'e
کرتی	करती	karti	kartī
تحریک	तहरीक	tehreek	tahrīk
جگہ	जगह	jagah	jagah
ایسے	ऐसे	aise	aise
فوج	फ़ौज	fauj	fauj
ڈاکٹر	डॉक्टर	doctor	ḍokṭar
ٹاؤن	टाउन	town	ṭāun
قدیم	क़दीम	qadeem	qadīm
جاری	जारी	jaari	jārī
قتل	क़त्ल	qatl	qatl
درمیان	दरमियान	darmiyaan	darmiyān
مسلمانوں	मुसलमानों	musalmaanon	musalmānoñ
مکمل	मुकम्मल	mukammal	mukammal
ہندوستان	हिंदुस्तान	hindustan	hindustān
سلطان	सुल्तान	sultaan	sultān
صدی	सदी	sadi	sadī
آیا	आया	aaya	āyā
تعمیر	तामीर	tameer	ta'mīr
زمین	ज़मीन	zameen	zamīn
اختیار	इख़्तियार	ikhtiyaar	iḳhtiyār
گنتی	गिनती	ginti	gintī
علاقے	इलाक़े	ilaaqe	ilāqe
پنجاب	पंजाब	punjab	panjāb
کردار	किरदार	kirdaar	kirdār
ذکر	ज़िक्र	zikr	zikr
اسٹیشن	स्टेशन	station	isṭeshan
عددی	अददी	adadi	adadī
کیونکہ	क्योंकि	kyunki	kyūñki
لفظ	लफ़्ज़	lafz	lafz
مدد	मदद	madad	madad
تعداد	तादाद	tadaad	ta'dād
اعظم	आज़म	azam	a'zam
وہاں	वहाँ	wahan	vahāñ
شخص	शख़्स	shakhs	shaḳhs
سکتے	सकते	sakte	sakte
ادب	अदब	adab	adab
فہرست	फ़ेहरिस्त	fehrist	fehrist
بی	बी	bi	bī
آئے	आए	aaye	āe
نظاموں	निज़ामों	nizaamon	nizāmoñ
مغربی	मग़रिबी	maghribi	maġribī
اہل	अहल	ahal	ahal
خدا	ख़ुदा	khuda	ḳhudā
شادی	शादी	shaadi	shādī
تاہم	ताहम	taaham	tāham
گھر	घर	ghar	ghar
عالم	आलम	aalam	ālam
سیاسی	सियासी	siyaasi	siyāsī
آج	आज	aaj	āj
آلہ	आला	aala	āla
حسن	हुस्न	husn	husn
آئی	आई	aai	āī
عظیم	अज़ीम	azeem	azīm
ممالک	ममालिक	mamaalik	mamālik
امریکی	अमरीकी	amreeki	amrīkī
امریکا	अमरीका	america	amrīkā
کالج	कॉलेज	college	kālij
انسان	इंसान	insaan	insān
پانچ	पाँच	paanch	pāñch
شاعری	शायरी	shaayri	shāyrī
چند	चंद	chand	chand
شاعر	शायर	shaayar	shāyar
صورت	सूरत	soorat	sūrat
رکھا	रखा	rakha	rakhā
بادشاہ	बादशाह	baadshaah	bādshāh
قریب	क़रीब	qareeb	qarīb
رسول	रसूल	rasool	rasūl
دل	दिल	dil	dil
جنوبی	जुनूबी	junoobi	junūbī
لکھا	लिखा	likha	likhā
ترین	तरीन	tareen	tarīn
عرب	अरब	arab	arab
علاقہ	इलाक़ा	ilaaqa	ilāqa
آغاز	आग़ाज़	aaghaaz	āġāz
تقریبا	तक़रीबन	taqreeban	taqrīban
قرار	क़रार	qaraar	qarār
قسم	क़िस्म	qism	qism
شمالی	शुमाली	shumaali	shumālī
ایسا	ऐसा	aisa	aisā
ایسی	ऐसी	aisi	aisī
متعلق	मुताल्लिक़	mutaalliq	muta'alliq
جلد	जिल्द	jild	jild
ذیل	ज़ैल	zail	zail
قبل	क़ब्ल	qabl	qabl
ترقی	तरक़्क़ी	taraqqi	taraqqī
پاکستانی	पाकिस्तानी	paakistaani	pākistānī
مسلمان	मुसलमान	musalmaan	musalmān
آبادی	आबादी	aabaadi	ābādī
مشتمل	मुश्तमिल	mushtamil	mushtamil
فارسی	फ़ारसी	faarsi	fārsī
رکھتے	रखते	rakhte	rakhte
سندھ	सिंध	sindh	sindh
ترجمہ	तर्जुमा	tarjuma	tarjuma
کار	कार	kaar	kār
بطور	बतौर	bataur	bataur
کتب	कुतुब	kutub	kutub
تر	तर	tar	tar
سرکاری	सरकारी	sarkaari	sarkārī
از	अज़	az	az
کرکے	करके	karke	karke
شپ	शिप	ship	ship
بھائی	भाई	bhaai	bhāī
حدیث	हदीस	hadees	hadīs
پیدائش	पैदाइश	paidaaish	paidāish
ابتدائی	इब्तिदाई	ibtidaai	ibtidāī
خیال	ख़याल	khayaal	ḳhayāl
سلسلہ	सिलसिला	silsila	silsila
ایم	एम	em	em
پی	पी	pi	pī
بنایا	बनाया	banaaya	banāyā
مشرقی	मशरिक़ी	mashriqi	mashriqī
عہد	अहद	ahd	ahd
بنیاد	बुनियाद	buniyaad	buniyād
شمار	शुमार	shumaar	shumār
فرمایا	फ़रमाया	farmaaya	farmāyā
ادا	अदा	ada	adā
آ	आ	aa	ā
گی	गी	gi	gī
دیتے	देते	dete	dete
دان	दान	daan	dān
کبھی	कभी	kabhi	kabhī
قیام	क़ियाम	qiyaam	qiyām
قوم	क़ौम	qaum	qaum
درجہ	दर्जा	darja	darja
تقسیم	तक़सीम	taqseem	taqsīm
یہی	यही	yahi	yahī
قانون	क़ानून	qaanoon	qānūn
دہلی	देहली	dehli	dehlī
ختم	ख़त्म	khatam	ḳhatm
انجام	अंजाम	anjaam	anjām
حیثیت	हैसियत	haisiyat	haisiyat
قابل	क़ाबिल	qaabil	qābil
متحدہ	मुत्तहिदा	muttahida	muttahida
سنگھ	सिंह	singh	singh
اصل	असल	asal	asal
صفحہ	सफ़्हा	safha	safha
فتح	फ़तह	fateh	fatah
صوبہ	सूबा	sooba	sūba
سامنے	सामने	saamne	sāmne
بھارتی	भारती	bhaarti	bhārtī
جماعت	जमात	jamaat	jamā'at
پور	पुर	pur	pur
ویب	वेब	web	veb
جدید	जदीद	jadeed	jadīd
بین	बैन	bain	bain
چھ	छह	chhah	chhah
پارٹی	पार्टी	party	pārṭī
دینے	देने	dene	dene
ہند	हिंद	hind	hind
بچوں	बच्चों	bachchon	bachchoñ
نو	नौ	nau	nau
السلام	अस-सलाम	as-salaam	as-salām
کوشش	कोशिश	koshish	koshish
واپس	वापस	waapas	vāpas
تم	तुम	tum	tum
تحت	तहत	tahat	tahat
سات	सात	saat	sāt
آزاد	आज़ाद	aazaad	āzād
کل	कल	kal	kal
سفر	सफ़र	safar	safar
مراد	मुराद	muraad	murād
آخری	आख़िरी	aakhiri	āḳhirī
زیر	ज़ेर	zer	zer
ذریعے	ज़रिए	zariye	zariye
پہلا	पहला	pehla	pahlā
آزادی	आज़ादी	aazaadi	āzādī
شریف	शरीफ़	shareef	sharīf
جان	जान	jaan	jān
ایران	ईरान	iran	īrān
بنیادی	बुनियादी	buniyaadi	buniyādī
کافی	काफ़ी	kaafi	kāfī
علاقوں	इलाक़ों	ilaaqon	ilāqoñ
موجودہ	मौजूदा	maujooda	maujūda
عالمی	आलमी	aalami	ālamī
مزید	मज़ीद	mazeed	mazīd
شکل	शक्ल	shakl	shakl
لی	ली	li	lī
مقرر	मुक़र्रर	muqarrar	muqarrar
ملا	मिला	mila	milā
حق	हक़	haq	haq
ڈی	डी	di	ḍī
موقع	मौक़ा	mauqa	mauqa
معروف	मारूफ़	maroof	ma'rūf
رکھنے	रखने	rakhne	rakhne
زمانے	ज़माने	zamaane	zamāne
دین	दीन	deen	dīn
برطانوی	बरतानवी	bartaanwi	bartānvī
مل	मिल	mil	mil
سائنس	साइंस	science	sāins
امیر	अमीर	ameer	amīr
یوں	यूँ	yoon	yūñ
اول	अव्वल	awwal	avval
درج	दर्ज	darj	darj
مذہبی	मज़हबी	mazhabi	mazhabī
اکثر	अक्सर	aksar	aksar
غلام	ग़ुलाम	ghulaam	ġulām
کرے	करे	kare	kare
دیے	दिए	diye	diye
بیٹے	बेटे	bete	beṭe
رکن	रुक्न	rukn	rukn
انتقال	इंतिक़ाल	intiqaal	intiqāl
مصر	मिस्र	misr	misr
حکم	हुक्म	hukm	hukm
چنانچہ	चुनांचे	chunaanche	chunānche
جامعہ	जामिया	jaamia	jāmi'a
آنے	आने	aane	āne
حملہ	हमला	hamla	hamla
پوری	पूरी	poori	pūrī
انداز	अंदाज़	andaaz	andāz
کریں	करें	karen	kareñ
ہاتھ	हाथ	haath	hāth
گاؤں	गाँव	gaon	gāoñ
سیاست	सियासत	siyaasat	siyāsat
الفاظ	अल्फ़ाज़	alfaaz	alfāz
سطح	सतह	satah	satah
چین	चीन	cheen	chīn
اندر	अंदर	andar	andar
بھر	भर	bhar	bhar
اقبال	इक़बाल	iqbaal	iqbāl
معلوم	मालूम	maloom	ma'lūm
ٹی	टी	ti	ṭī
ظاہر	ज़ाहिर	zaahir	zāhir
مذہب	मज़हब	mazhab	mazhab
تیار	तैयार	taiyaar	taiyār
میر	मीर	meer	mīr
بنی	बनी	bani	banī
خدمات	ख़िदमात	khidmaat	ḳhidmāt
اسکول	स्कूल	school	skūl
علامہ	अल्लामा	allaama	allāma
لگا	लगा	laga	lagā
جنرل	जनरल	general	janral
فن	फ़न	fan	fan
تاکہ	ताकि	taaki	tāki
دریائے	दरिया-ए	darya-e	daryā-e
الگ	अलग	alag	alag
جمع	जमा	jama	jamā
انعام	इनाम	inaam	in'ām
سکے	सके	sake	sake
انسانی	इंसानी	insaani	insānī
معنی	मानी	maani	ma'nī
نماز	नमाज़	namaaz	namāz
مرکزی	मरकज़ी	markazi	markazī
پائی	पाई	paai	pāī
تحصیل	तहसील	tehseel	tahsīl
بند	बंद	band	band
موت	मौत	maut	maut
ہونا	होना	hona	honā
ثابت	साबित	saabit	sābit
آیت	आयत	aayat	āyat
مصنف	मुसन्निफ़	musannif	musannif
کلام	कलाम	kalaam	kalām
فوجی	फ़ौजी	fauji	faujī
ایس	एस	es	es
ہندو	हिंदू	hindu	hindū
جی	जी	ji	jī
مرکز	मरकज़	markaz	markaz
لا	ला	la	lā
رنگ	रंग	rang	rang
سائٹ	साइट	site	sāiṭ
حال	हाल	haal	hāl
اسمبلی	असेंबली	assembly	asemblī
اضافہ	इज़ाफ़ा	izaafa	izāfa
مثلا	मसलन	maslan	maslan
خلیفہ	ख़लीफ़ा	khaleefa	ḳhalīfa
عوام	अवाम	awaam	avām
تاریخی	तारीख़ी	taareekhi	tārīḳhī
پاک	पाक	paak	pāk
اسرائیل	इसराइल	israel	isrāīl
برائے	बराए	bara-e	barā-e
منتخب	मुंतख़ब	muntakhab	muntaḳhab
مضمون	मज़मून	mazmoon	mazmūn
مقصد	मक़सद	maqsad	maqsad
روایت	रिवायत	riwaayat	rivāyat
ابی	अबी	abi	abī
باعث	बाइस	baais	bā'is
خانہ	ख़ाना	khaana	ḳhāna
قبول	क़बूल	qabool	qabūl
آٹھ	आठ	aath	āṭh
چکے	चुके	chuke	chuke
ادبی	अदबी	adabi	adabī
سنہ	सन	san	san
علما	उलमा	ulama	ulamā
تا	ता	ta	tā
انھوں	उन्हों	unhon	unhoñ
دیتا	देता	deta	detā
داخل	दाख़िल	daakhil	dāḳhil
ہوگا	होगा	hoga	hogā
دیکھا	देखा	dekha	dekhā
برطانیہ	बर्तानिया	bartaaniya	bartāniya
نئے	नए	naye	nae
خط	ख़त	khat	ḳhat
حوالے	हवाले	hawaale	havāle
اعلان	एलान	elaan	elān
نئی	नई	nayi	naī
سکتی	सकती	sakti	saktī
اثر	असर	asar	asar
علوم	उलूम	uloom	ulūm
پسند	पसंद	pasand	pasand
والوں	वालों	waalon	vāloñ
نیو	न्यू	new	nyū
حالات	हालात	haalaat	hālāt
وی	वी	wi	vī
خواجہ	ख़्वाजा	khwaja	ḳhvāja
باپ	बाप	baap	bāp
حیات	हयात	hayaat	hayāt
ناول	नॉवेल	novel	nāvil
دوسرا	दूसरा	doosra	dūsrā
بہ	ब	ba	ba
لکھی	लिखी	likhi	likhī
جسم	जिस्म	jism	jism
زمانہ	ज़माना	zamaana	zamāna
تفسیر	तफ़्सीर	tafseer	tafsīr
شدہ	शुदा	shuda	shuda
رہ	रह	rah	rah
اجازت	इजाज़त	ijaazat	ijāzat
لینڈ	लैंड	land	lainḍ
لگے	लगे	lage	lage
کرکٹ	क्रिकेट	cricket	krikeṭ
حد	हद	had	had
الاقوامی	अल-अक़वामी	al-aqwaami	al-aqvāmī
انتخابات	इंतिख़ाबात	intikhaabaat	intiḳhābāt
انتہائی	इंतिहाई	intihaai	intihāī
افغانستان	अफ़्ग़ानिस्तान	afghanistan	afġānistān
آخر	आख़िर	aakhir	āḳhir
دس	दस	das	das
مارچ	मार्च	march	mārch
شکست	शिकस्त	shikast	shikast
خلافت	ख़िलाफ़त	khilaafat	ḳhilāfat
قدر	क़द्र	qadar	qadar
بغیر	बग़ैर	baghair	baġair
تنظیم	तंज़ीम	tanzeem	tanzīm
مرتبہ	मर्तबा	martaba	martaba
ماہر	माहिर	maahir	māhir
مجموعہ	मजमूआ	majmooa	majmū'a
دیں	दें	dein	deñ
ماں	माँ	maan	māñ
بنانے	बनाने	banaane	banāne
متعدد	मुतअद्दिद	mutaaddid	muta'addid
نہایت	निहायत	nihaayat	nihāyat
اعلیٰ	आला	aala	a'lā
شمال	शुमाल	shumaal	shumāl
تحریر	तह्रीर	tehreer	tahrīr
دوبارہ	दोबारा	dobaara	dobāra
انڈیا	इंडिया	india	inḍiyā
شرح	शरह	sharah	sharah
آتا	आता	aata	ātā
خواتین	ख़वातीन	khawaateen	ḳhavātīn
نواب	नवाब	nawaab	navāb
نبی	नबी	nabi	nabī
نامہ	नामा	naama	nāma
بلند	बुलंद	buland	buland
جون	जून	june	jūn
ضرورت	ज़रूरत	zaroorat	zarūrat
این	एन	en	en
یاد	याद	yaad	yād
رائے	राय	raaye	rāe
قبضہ	क़ब्ज़ा	qabza	qabza
مشرق	मशरिक़	mashriq	mashriq
میرے	मेरे	mere	mere
محبت	मोहब्बत	mohabbat	mohabbat
کردہ	कर्दा	karda	karda
چیز	चीज़	cheez	chīz
کامیاب	कामयाब	kaamyaab	kāmyāb
چاہیے	चाहिए	chaahiye	chāhiye
دیکھ	देख	dekh	dekh
تصور	तसव्वुर	tasawwur	tasavvur
علمی	इल्मी	ilmi	ilmī
جانا	जाना	jaana	jānā
جنوری	जनवरी	january	janvarī
اکتوبر	अक्तूबर	aktoobar	aktūbar
بنے	बने	bane	bane
شام	शाम	shaam	shām
مقامی	मक़ामी	maqaami	maqāmī
حالت	हालत	haalat	hālat
میدان	मैदान	maidaan	maidān
شاہی	शाही	shaahi	shāhī
رکھی	रखी	rakhi	rakhī
سن	सन	san	san
رکھتا	रखता	rakhta	rakhtā
جنوب	जुनूब	junoob	junūb
مدینہ	मदीना	medina	madīna
نگار	निगार	nigaar	nigār
باہر	बाहर	baahar	bāhar
حصے	हिस्से	hisse	hisse
صحیح	सही	saheeh	sahīh
فیصلہ	फ़ैसला	faisla	faisla
نصف	निस्फ़	nisf	nisf
اگست	अगस्त	agast	agast
مضامین	मज़ामीन	mazaameen	mazāmīn
آگے	आगे	aage	āge
ترکی	तुर्की	turki	turkī
شخصیت	शख़्सियत	shakhsiyat	shaḳhsiyat
مالک	मालिक	maalik	mālik
سخت	सख़्त	sakht	saḳht
رہتے	रहते	rehte	rahte
ابراہیم	इब्राहीम	ibraaheem	ibrāhīm
سردار	सरदार	sardaar	sardār
گئیں	गईं	gain	gaīñ
چونکہ	चूँकि	chunki	chūñki
چھوٹے	छोटे	chhote	chhoṭe
چکی	चुकी	chuki	chukī
شہرت	शोहरत	shohrat	shohrat
مغرب	मग़रिब	maghrib	maġrib
پنجابی	पंजाबी	panjaabi	panjābī
باقی	बाक़ी	baaqi	bāqī
نور	नूर	noor	nūr
سابق	साबिक़	saabiq	sābiq
خدمت	ख़िदमत	khidmat	ḳhidmat
مجھے	मुझे	mujhe	mujhe
معلومات	मालूमात	maloomaat	ma'lūmāt
نومبر	नवंबर	november	navambar
جواب	जवाब	jawaab	javāb
بانی	बानी	baani	bānī
بہترین	बेहतरीन	behtareen	behtarīn
برس	बरस	baras	baras
دسمبر	दिसंबर	december	disambar
موسیقی	मौसीक़ी	mauseeqi	mausīqī
تحقیق	तहक़ीक़	tehqeeq	tahqīq
جولائی	जुलाई	july	julāī
مسائل	मसाइल	masaail	masāil
ضروری	जरूरी	zaroori	zarūrī
کمپنی	कंपनी	kampni	kampnī
ستمبر	सितंबर	september	sitambar
محمود	महमूद	mehmood	mahmūd
چھوڑ	छोड़	chhod	chhoṛ
شہید	शहीद	shaheed	shahīd
مسیح	मसीह	maseeh	masīh
چلے	चले	chale	chale
کشمیر	कश्मीर	kashmir	kashmīr
رہنے	रहने	rehne	rahne
باوجود	बावजूद	baawajood	bāvajūd
واقعات	वाक़ियात	waaqiaat	vāqi'āt
لاکھ	लाख	laakh	lākh
کلومیٹر	किलोमीटर	kilomeetar	kilomīṭar
ادارہ	इदारा	idaara	idāra
اہمیت	अहमियत	ahmiyat	ahmiyat
یوسف	यूसुफ़	yusuf	yūsuf
فراہم	फ़राहम	faraaham	farāham
قلعہ	क़िला	qila	qil'a
ملی	मिली	mili	milī
اولاد	औलाद	aulaad	aulād
زبانوں	ज़बानों	zabaanon	zabānoñ
جرمنی	जर्मनी	germany	jarmanī
لحاظ	लिहाज़	lihaaz	lihāz
طریقہ	तरीक़ा	tareeqa	tarīqa
اپریل	अप्रैल	april	aprail
نامی	नामी	naami	nāmī
میری	मेरी	meri	merī
آتے	आते	aate	āte
کتابیں	किताबें	kitabein	kitābeñ
جائیں	जाएँ	jaayein	jāeñ
رات	रात	raat	rāt
عباس	अब्बास	abbaas	abbās
کہیں	कहीं	kahin	kahīñ
نظم	नज़्म	nazm	nazm
طرز	तर्ज़	tarz	tarz
پایا	पाया	paaya	pāyā
مطالعہ	मुतालआ	mutala	mutāla'a
مقبول	मक़बूल	maqbool	maqbūl
یہودی	यहूदी	yahoodi	yahūdī
سمجھا	समझा	samjha	samjhā
ہمیشہ	हमेशा	hamesha	hamesha
اظہار	इज़हार	izhaar	izhār
فلموں	फ़िल्मों	filmon	filmoñ
پیر	पीर	peer	pīr
روز	रोज़	roz	roz
ماہ	माह	maah	māh
کتابوں	किताबों	kitaabon	kitāboñ
مکہ	मक्का	makka	makka
یورپ	यूरोप	europe	yūrop
عوامی	अवामी	awaami	avāmī
کہانی	कहानी	kahaani	kahānī
عرصہ	अरसा	arsa	arsa
وجود	वजूद	wajood	vajūd
سماجی	समाजी	samaji	samājī
فروری	फ़रवरी	february	farvarī
ہدایت	हिदायत	hidaayat	hidāyat
بچے	बच्चे	bachche	bachche
مئی	मई	may	maī
پہنچ	पहुंच	pahunch	pahunch
طالب	तालिब	taalib	tālib
مثال	मिसाल	misaal	misāl
عورت	औरत	aurat	aurat
جمہوریہ	जम्हूरिया	jamhooriya	jamhūriya
خون	ख़ून	khoon	ḳhūn
فیصد	फ़ीसद	feesad	fīsad
اگرچہ	अगरचे	agarche	agarche
مطلب	मतलब	matlab	matlab
کس	किस	kis	kis
بیوی	बीवी	beewi	bīvī
شریک	शरीक	shareek	sharīk
استاد	उस्ताद	ustaad	ustād
نسل	नस्ल	nasl	nasl
جیسا	जैसा	jaisa	jaisā
پروفیسر	प्रोफ़ेसर	professor	profesar
ازاں	अज़ाँ	azan	azāñ
روس	रूस	roos	rūs
میٹر	मीटर	meetar	mīṭar
ذریعہ	ज़रिया	zariya	zariya
سلسلے	सिलसिले	silsile	silsile
